employeeid,age,gender,department,jobrole,monthlyincome,yearsatcompany,distancefromhome,overtime,martialstatus,educationfield,jobsatisfaction,environmentstatiafaction,attrition
7134,27,Female,Research & Development,Laboratory Technician,7032,8,8,No,Married,Technical Degree,1,3,No
7135,50,Male,Operations,Operations Analyst,4746,7,32,Yes,Divorced,Marketing,2,4,No
7136,47,Male,IT,System Administrator,6387,5,18,No,Divorced,Life Sciences,1,4,No
7137,34,Male,Finance,Financial Analyst,1500,0,28,Yes,Single,Medical,2,2,No
7138,28,Female,Operations,Coordinator,7113,10,14,No,Married,Medical,1,1,No
7139,45,Female,Sales,Account Manager,4707,8,25,No,Married,Life Sciences,2,4,No
7140,46,Male,Human Resources,HR Executive,6330,8,16,No,Married,Marketing,4,1,No
7141,37,Male,IT,Software Engineer,5709,0,21,Yes,Married,Medical,2,4,Yes
7142,31,Female,Operations,Operations Analyst,5024,6,19,No,Married,Life Sciences,1,1,No
7143,52,Male,Sales,Account Manager,2581,4,16,Yes,Divorced,Medical,4,1,No
7144,22,Male,IT,BI Analyst,5314,4,20,Yes,Married,Marketing,4,1,No
7145,43,Male,Finance,Finance Manager,6784,5,2,No,Divorced,Medical,2,3,No
7146,51,Female,IT,System Administrator,3283,0,24,Yes,Married,Other,4,4,Yes
7147,60,Female,Research & Development,Laboratory Technician,4165,2,17,Yes,Married,Marketing,1,2,No
7148,58,Male,Finance,Finance Manager,6016,6,31,No,Divorced,Life Sciences,2,2,No
7149,47,Female,Human Resources,HR Executive,3947,4,27,Yes,Single,Other,4,1,No
7150,21,Male,Sales,Sales Representative,7643,3,5,Yes,Married,Medical,4,4,No
7151,45,Female,IT,Software Engineer,4591,6,35,No,Married,Marketing,3,2,No
7152,59,Female,Operations,Coordinator,5013,11,18,No,Married,Medical,2,3,No
7153,46,Male,Operations,Coordinator,4164,4,19,Yes,Divorced,Medical,1,1,Yes
7154,29,Male,Finance,Finance Manager,3913,1,21,No,Married,Technical Degree,4,4,Yes
7155,40,Male,Sales,Sales Representative,4515,2,7,No,Married,Life Sciences,4,3,No
7156,53,Female,Human Resources,Recruiter,4754,6,27,Yes,Divorced,Life Sciences,1,1,No
7157,48,Male,Operations,Operations Manager,4722,4,28,Yes,Single,Other,1,2,No
7158,31,Male,Operations,Coordinator,6071,9,16,Yes,Married,Other,1,4,Yes
7159,55,Female,Research & Development,Laboratory Technician,6952,9,34,Yes,Single,Life Sciences,1,4,No
7160,60,Male,Finance,Financial Analyst,7665,8,22,Yes,Married,Other,1,4,Yes
7161,29,Female,Human Resources,Recruiter,3682,1,22,Yes,Divorced,Life Sciences,3,2,Yes
7162,50,Male,Research & Development,Laboratory Technician,6941,13,4,No,Single,Life Sciences,1,4,No
7163,60,Female,Human Resources,Recruiter,3756,0,35,No,Divorced,Other,1,1,Yes
7164,38,Male,Sales,Account Manager,2359,6,15,Yes,Married,Marketing,3,2,No
7165,30,Male,Research & Development,Data Analyst,5893,11,12,No,Single,Marketing,2,2,No
7166,39,Female,Sales,Sales Executive,5478,7,14,Yes,Divorced,Life Sciences,2,1,Yes
7167,45,Female,Research & Development,Laboratory Technician,2715,0,17,Yes,Married,Medical,3,4,Yes
7168,50,Male,Operations,Coordinator,5802,2,29,Yes,Divorced,Other,1,1,No
7169,51,Female,Finance,Accountant,4623,5,13,No,Divorced,Medical,3,2,No
7170,47,Male,Human Resources,HR Manager,5935,2,3,No,Divorced,Life Sciences,2,4,No
7171,30,Female,Operations,Operations Analyst,8171,11,14,Yes,Single,Technical Degree,4,1,No
7172,44,Male,Human Resources,HR Executive,6097,7,15,Yes,Divorced,Marketing,3,1,Yes
7173,33,Male,Sales,Sales Representative,3955,1,29,No,Married,Medical,3,3,No
7174,33,Male,Research & Development,Research Scientist,2559,3,1,No,Married,Medical,2,4,Yes
7175,57,Female,Research & Development,Laboratory Technician,5665,10,34,Yes,Single,Medical,4,2,Yes
7176,18,Male,Human Resources,HR Manager,5058,0,6,Yes,Single,Medical,4,3,No
7177,34,Female,IT,BI Analyst,6735,8,27,Yes,Divorced,Other,4,3,No
7178,35,Male,Operations,Operations Manager,6979,3,5,No,Single,Medical,1,4,No
7179,53,Male,IT,Software Engineer,5862,6,11,No,Single,Other,3,2,No
7180,26,Male,Research & Development,Research Scientist,3632,3,3,Yes,Divorced,Life Sciences,2,2,No
7181,39,Male,Research & Development,Data Analyst,6011,7,2,No,Divorced,Medical,1,2,No
7182,50,Male,IT,System Administrator,2773,2,11,No,Married,Marketing,2,1,Yes
7183,29,Male,Sales,Account Manager,5435,0,39,No,Single,Other,3,4,No
7184,28,Female,Sales,Sales Representative,4343,3,16,Yes,Married,Marketing,1,3,Yes
7185,40,Female,Research & Development,Research Scientist,5403,11,9,Yes,Married,Medical,3,4,Yes
7186,49,Male,Operations,Coordinator,3827,3,21,No,Married,Medical,2,2,No
7187,34,Male,Finance,Accountant,9392,12,18,Yes,Single,Medical,2,1,No
7188,57,Male,Human Resources,Recruiter,7190,9,16,No,Married,Life Sciences,1,3,Yes
7189,53,Female,IT,BI Analyst,7086,3,40,No,Single,Medical,3,2,No
7190,50,Female,Finance,Financial Analyst,6773,7,1,No,Married,Medical,2,3,No
7191,52,Male,Research & Development,Data Analyst,4928,5,10,No,Single,Marketing,2,1,No
7192,53,Female,Finance,Accountant,7647,12,23,No,Married,Other,1,3,No
7193,26,Female,Sales,Sales Executive,6306,8,16,Yes,Divorced,Life Sciences,4,1,No
7194,53,Female,IT,BI Analyst,3799,2,24,No,Single,Medical,2,2,No
7195,54,Female,Sales,Sales Representative,4748,6,15,Yes,Divorced,Technical Degree,4,1,No
7196,27,Male,Operations,Operations Manager,5691,1,28,Yes,Married,Marketing,3,3,No
7197,60,Female,Sales,Sales Representative,4915,3,15,No,Divorced,Marketing,4,2,No
7198,47,Male,Finance,Financial Analyst,5044,7,39,No,Married,Life Sciences,3,4,No
7199,34,Male,IT,BI Analyst,5409,11,29,No,Married,Medical,4,1,No
7200,50,Female,Finance,Finance Manager,6045,7,1,No,Divorced,Technical Degree,3,4,No
7201,22,Female,IT,BI Analyst,3443,4,10,Yes,Divorced,Life Sciences,4,1,Yes
7202,24,Male,Finance,Financial Analyst,6392,6,33,Yes,Single,Medical,4,3,Yes
7203,50,Male,Human Resources,HR Manager,5598,3,35,No,Married,Other,1,1,No
7204,37,Male,Operations,Coordinator,4213,7,5,No,Single,Marketing,3,3,No
7205,56,Male,Research & Development,Research Scientist,5865,2,40,No,Single,Other,1,4,Yes
7206,48,Female,Operations,Operations Analyst,5072,7,5,Yes,Married,Technical Degree,3,2,No
7207,60,Female,Research & Development,Research Scientist,3881,2,28,No,Married,Marketing,4,3,No
7208,43,Female,Operations,Coordinator,3984,4,34,Yes,Married,Other,4,4,No
7209,51,Male,Sales,Sales Executive,5368,0,34,No,Divorced,Technical Degree,2,3,Yes
7210,31,Male,Finance,Financial Analyst,4722,9,29,No,Divorced,Technical Degree,4,3,No
7211,31,Female,Finance,Finance Manager,4417,6,15,Yes,Single,Marketing,4,1,No
7212,32,Female,Operations,Coordinator,4586,4,31,No,Single,Life Sciences,3,1,No
7213,52,Female,Operations,Operations Analyst,7403,4,20,Yes,Divorced,Other,1,4,No
7214,23,Male,Operations,Operations Manager,4030,4,22,Yes,Divorced,Medical,2,3,Yes
7215,60,Female,Sales,Sales Representative,5752,2,6,Yes,Divorced,Medical,3,2,No
7216,25,Male,Human Resources,Recruiter,3084,0,14,No,Married,Life Sciences,2,3,Yes
7217,56,Male,Operations,Operations Manager,7042,11,5,Yes,Single,Marketing,1,3,No
7218,55,Female,Sales,Sales Representative,8058,6,19,No,Single,Other,2,2,No
7219,21,Male,Research & Development,Laboratory Technician,3900,3,31,No,Married,Other,1,4,No
7220,27,Male,Finance,Accountant,3637,4,32,Yes,Single,Medical,4,1,No
7221,36,Male,Research & Development,Research Scientist,7439,11,38,Yes,Divorced,Life Sciences,4,4,No
7222,21,Female,Sales,Sales Representative,6205,3,19,Yes,Divorced,Technical Degree,3,2,Yes
7223,28,Male,Sales,Sales Executive,3866,4,11,No,Divorced,Other,1,4,No
7224,46,Female,Sales,Sales Executive,4202,5,6,Yes,Single,Life Sciences,3,2,Yes
7225,49,Female,IT,BI Analyst,6858,6,12,Yes,Divorced,Technical Degree,4,4,No
7226,44,Female,Sales,Sales Representative,5429,5,18,Yes,Divorced,Marketing,4,4,No
7227,42,Female,Human Resources,Recruiter,6213,5,11,No,Single,Technical Degree,1,4,No
7228,49,Female,Operations,Coordinator,2114,3,34,No,Single,Life Sciences,2,1,No
7229,44,Male,Research & Development,Data Analyst,6935,7,13,Yes,Single,Medical,3,3,No
7230,27,Female,Sales,Account Manager,4981,7,19,No,Married,Technical Degree,1,4,No
7231,54,Male,IT,Software Engineer,4843,1,39,Yes,Single,Medical,3,4,Yes
7232,48,Female,Research & Development,Research Scientist,5349,6,33,Yes,Divorced,Life Sciences,4,1,Yes
7233,46,Male,Finance,Accountant,6113,13,19,Yes,Divorced,Medical,4,3,No
7234,48,Male,Operations,Operations Manager,7288,13,19,No,Married,Other,4,1,No
7235,20,Female,Finance,Financial Analyst,3784,0,36,No,Single,Marketing,3,2,No
7236,53,Female,Human Resources,HR Executive,5811,9,20,No,Married,Marketing,1,4,No
7237,52,Female,Research & Development,Data Analyst,3802,0,16,Yes,Married,Medical,3,2,No
7238,33,Female,Finance,Financial Analyst,5090,2,32,Yes,Divorced,Other,4,1,No
7239,31,Male,Sales,Sales Representative,4982,9,26,Yes,Single,Life Sciences,1,1,No
7240,40,Female,IT,BI Analyst,5657,3,8,Yes,Single,Marketing,4,4,No
7241,25,Male,IT,System Administrator,3201,2,16,No,Divorced,Medical,1,4,No
7242,29,Female,Sales,Account Manager,4672,1,8,Yes,Divorced,Other,1,1,No
7243,42,Male,Sales,Account Manager,4929,7,30,No,Divorced,Other,1,3,No
7244,42,Male,Research & Development,Data Analyst,7332,6,27,No,Single,Other,4,1,No
7245,51,Male,Research & Development,Research Scientist,2157,2,36,Yes,Single,Medical,2,2,Yes
7246,38,Female,Finance,Accountant,5617,7,3,No,Divorced,Medical,2,4,No
7247,59,Female,Human Resources,HR Executive,5532,3,3,Yes,Divorced,Technical Degree,4,2,No
7248,43,Male,Finance,Accountant,3600,9,8,No,Single,Other,4,4,No
7249,56,Female,IT,Software Engineer,7531,3,3,No,Divorced,Technical Degree,2,1,No
7250,45,Male,IT,System Administrator,6811,8,20,No,Married,Technical Degree,3,4,No
7251,45,Male,Operations,Operations Analyst,6520,10,1,Yes,Single,Other,4,3,Yes
7252,59,Male,Operations,Operations Manager,7111,9,36,Yes,Single,Marketing,3,2,No
7253,18,Male,Sales,Sales Representative,3613,0,24,Yes,Married,Other,3,2,No
7254,29,Female,IT,System Administrator,4793,6,5,No,Single,Technical Degree,3,4,No
7255,46,Male,Human Resources,HR Executive,4097,6,34,No,Single,Marketing,1,1,No
7256,25,Male,IT,BI Analyst,4161,2,24,No,Married,Technical Degree,3,2,No
7257,45,Male,IT,Software Engineer,3893,2,21,Yes,Married,Life Sciences,3,2,Yes
7258,38,Female,Research & Development,Data Analyst,5732,5,12,Yes,Married,Marketing,3,2,No
7259,37,Male,Human Resources,HR Executive,5693,9,5,Yes,Single,Other,3,3,No
7260,27,Female,IT,System Administrator,7376,9,4,Yes,Single,Other,2,1,No
7261,24,Female,Human Resources,HR Executive,5684,6,15,Yes,Divorced,Life Sciences,1,4,Yes
7262,58,Female,Research & Development,Data Analyst,7174,7,20,No,Single,Marketing,4,1,No
7263,31,Female,Research & Development,Laboratory Technician,8101,10,40,Yes,Divorced,Other,2,3,No
7264,31,Female,Human Resources,Recruiter,6165,6,11,Yes,Single,Other,4,3,No
7265,60,Male,Sales,Sales Executive,6001,11,38,No,Married,Medical,2,3,No
7266,54,Male,Human Resources,HR Executive,5019,4,39,No,Married,Medical,3,4,No
7267,33,Male,Finance,Financial Analyst,7348,9,31,No,Married,Medical,4,2,No
7268,40,Female,Sales,Sales Executive,3439,5,13,Yes,Married,Other,4,4,No
7269,52,Male,Sales,Sales Executive,4398,6,35,No,Married,Medical,3,4,No
7270,36,Female,IT,System Administrator,2483,0,11,Yes,Married,Other,1,1,No
7271,47,Male,Research & Development,Laboratory Technician,7383,7,2,Yes,Single,Life Sciences,1,2,No
7272,58,Male,Finance,Financial Analyst,5753,6,24,No,Single,Marketing,3,1,No
7273,44,Female,Sales,Sales Executive,4646,10,4,No,Single,Other,4,3,No
7274,49,Female,Research & Development,Research Scientist,5986,8,33,Yes,Single,Life Sciences,4,3,Yes
7275,22,Male,Operations,Coordinator,4419,4,17,No,Divorced,Medical,4,3,No
7276,43,Male,Research & Development,Research Scientist,4668,2,21,Yes,Single,Other,3,2,No
7277,56,Female,Finance,Accountant,8033,12,20,No,Divorced,Life Sciences,3,1,Yes
7278,26,Female,Finance,Financial Analyst,3140,3,29,No,Married,Other,1,1,Yes
7279,52,Male,Operations,Operations Manager,5579,0,37,Yes,Married,Life Sciences,2,2,No
7280,49,Female,Operations,Operations Manager,4109,2,27,Yes,Single,Marketing,4,1,No
7281,26,Male,Finance,Accountant,4063,8,5,No,Single,Marketing,2,2,No
7282,23,Male,Research & Development,Research Scientist,4945,5,28,No,Divorced,Marketing,1,1,No
7283,22,Female,Human Resources,Recruiter,3953,1,14,No,Single,Medical,4,1,No
7284,36,Female,IT,BI Analyst,5278,3,8,No,Divorced,Life Sciences,3,2,No
7285,47,Male,Research & Development,Data Analyst,2456,3,39,No,Divorced,Life Sciences,2,2,No
7286,35,Male,Finance,Accountant,3622,5,27,No,Single,Other,3,1,No
7287,49,Male,Research & Development,Data Analyst,4075,6,29,No,Married,Life Sciences,4,1,No
7288,30,Female,IT,Software Engineer,5219,4,4,Yes,Divorced,Medical,1,2,No
7289,31,Male,Sales,Sales Representative,5550,5,36,No,Single,Marketing,3,2,No
7290,46,Female,IT,System Administrator,4610,8,10,No,Married,Life Sciences,2,2,No
7291,27,Male,Research & Development,Data Analyst,1500,5,12,Yes,Married,Life Sciences,1,4,No
7292,22,Female,Human Resources,Recruiter,4639,4,12,Yes,Single,Technical Degree,1,4,No
7293,49,Female,IT,System Administrator,4878,2,14,Yes,Married,Technical Degree,4,1,Yes
7294,39,Male,Human Resources,Recruiter,5928,10,10,Yes,Married,Other,4,3,No
7295,49,Male,IT,System Administrator,4698,2,37,No,Married,Marketing,3,1,No
7296,45,Male,IT,Software Engineer,3207,0,34,No,Divorced,Medical,3,4,No
7297,50,Male,Operations,Coordinator,6574,10,5,No,Divorced,Technical Degree,4,4,No
7298,35,Male,Sales,Sales Representative,1843,0,6,Yes,Single,Life Sciences,1,4,No
7299,41,Male,Sales,Sales Representative,6534,6,21,No,Single,Technical Degree,4,4,No
7300,58,Male,IT,Software Engineer,4539,0,23,No,Married,Technical Degree,3,3,No
7301,51,Male,Human Resources,Recruiter,9015,11,40,Yes,Divorced,Other,3,3,No
7302,60,Male,Finance,Accountant,6358,7,21,Yes,Married,Marketing,3,2,Yes
7303,18,Male,Sales,Sales Executive,6519,0,27,Yes,Single,Life Sciences,4,2,No
7304,29,Male,Research & Development,Research Scientist,3629,3,19,Yes,Divorced,Life Sciences,2,1,Yes
7305,55,Female,Sales,Sales Representative,6814,4,33,Yes,Single,Life Sciences,3,2,No
7306,50,Male,Sales,Account Manager,7650,14,1,No,Single,Marketing,4,4,No
7307,21,Male,Human Resources,HR Manager,4801,3,7,Yes,Divorced,Medical,2,2,No
7308,40,Male,Operations,Operations Analyst,6022,1,29,No,Single,Life Sciences,2,1,No
7309,44,Female,Operations,Coordinator,6592,3,16,No,Married,Other,4,2,No
7310,24,Male,Research & Development,Research Scientist,6236,6,13,No,Divorced,Medical,1,1,No
7311,28,Female,IT,System Administrator,9178,10,1,No,Married,Technical Degree,2,3,No
7312,60,Male,Sales,Sales Representative,4279,5,12,No,Divorced,Other,2,2,No
7313,58,Female,Research & Development,Data Analyst,6693,0,30,Yes,Divorced,Life Sciences,1,1,Yes
7314,29,Female,Operations,Coordinator,6362,4,30,No,Married,Technical Degree,4,1,No
7315,46,Male,Operations,Coordinator,6595,3,10,No,Divorced,Technical Degree,4,1,No
7316,36,Female,Operations,Coordinator,3319,3,23,No,Married,Technical Degree,3,1,No
7317,56,Male,Finance,Accountant,4611,5,14,Yes,Divorced,Life Sciences,3,1,No
7318,29,Female,Sales,Sales Executive,5938,8,18,No,Married,Medical,3,3,No
7319,20,Male,Finance,Accountant,4150,2,37,No,Single,Life Sciences,1,3,Yes
7320,41,Female,Finance,Finance Manager,4049,3,4,Yes,Married,Technical Degree,4,3,No
7321,22,Male,Human Resources,HR Executive,5270,4,34,Yes,Married,Marketing,1,2,Yes
7322,46,Male,IT,System Administrator,3375,0,15,Yes,Married,Life Sciences,2,4,No
7323,40,Male,Sales,Account Manager,7714,6,39,Yes,Divorced,Medical,1,2,No
7324,45,Female,Research & Development,Laboratory Technician,5393,10,10,Yes,Divorced,Life Sciences,3,3,Yes
7325,36,Female,IT,System Administrator,7712,15,8,Yes,Divorced,Medical,2,2,No
7326,28,Male,Operations,Operations Analyst,5113,10,2,No,Married,Life Sciences,3,4,No
7327,52,Male,Sales,Account Manager,2309,0,20,Yes,Married,Medical,3,3,No
7328,35,Female,Finance,Finance Manager,6534,0,8,Yes,Divorced,Other,4,2,No
7329,55,Female,Human Resources,HR Executive,4390,6,11,No,Divorced,Technical Degree,4,3,No
7330,27,Female,Sales,Account Manager,5977,7,23,No,Divorced,Medical,1,4,No
7331,28,Male,Operations,Operations Manager,7451,8,40,Yes,Married,Life Sciences,1,2,Yes
7332,24,Female,IT,Software Engineer,3944,4,3,Yes,Single,Marketing,1,4,No
7333,59,Male,Finance,Finance Manager,7212,9,20,No,Married,Medical,2,4,Yes
7334,18,Female,Operations,Operations Manager,6613,0,16,Yes,Single,Life Sciences,1,4,No
7335,45,Female,Research & Development,Research Scientist,3920,4,4,Yes,Married,Life Sciences,3,1,No
7336,45,Female,Operations,Operations Manager,4940,7,26,No,Single,Technical Degree,3,1,No
7337,51,Female,Human Resources,HR Manager,4750,7,9,No,Married,Life Sciences,3,3,No
7338,50,Female,Operations,Coordinator,7269,4,15,No,Divorced,Marketing,3,3,No
7339,39,Female,Research & Development,Laboratory Technician,4041,4,27,Yes,Single,Life Sciences,4,4,No
7340,35,Male,Research & Development,Laboratory Technician,5238,10,12,Yes,Single,Medical,4,2,No
7341,53,Male,IT,Software Engineer,5441,3,26,No,Married,Marketing,3,1,No
7342,39,Male,IT,BI Analyst,7714,9,5,No,Married,Marketing,4,4,No
7343,53,Male,Finance,Finance Manager,5465,3,20,Yes,Married,Medical,4,2,No
7344,51,Male,IT,Software Engineer,4273,4,22,No,Married,Life Sciences,1,1,No
7345,48,Male,Finance,Financial Analyst,5840,10,8,Yes,Single,Life Sciences,3,4,No
7346,53,Female,Sales,Account Manager,5936,7,10,No,Single,Marketing,4,3,No
7347,25,Female,Human Resources,Recruiter,5409,1,9,Yes,Married,Technical Degree,1,4,No
7348,29,Male,Research & Development,Data Analyst,3616,8,7,Yes,Divorced,Other,1,4,No
7349,57,Male,Finance,Finance Manager,4822,7,19,No,Single,Medical,2,4,No
7350,33,Female,Human Resources,HR Executive,4765,10,39,No,Single,Other,3,3,No
7351,51,Female,Operations,Coordinator,5434,4,29,No,Divorced,Life Sciences,4,1,No
7352,25,Male,IT,BI Analyst,6415,6,28,No,Single,Other,3,3,No
7353,60,Male,Operations,Operations Analyst,5982,0,8,No,Married,Medical,4,3,No
7354,53,Male,Research & Development,Laboratory Technician,7631,8,34,No,Single,Medical,4,3,No
7355,23,Female,Human Resources,Recruiter,5236,5,13,No,Divorced,Other,4,3,No
7356,35,Female,Sales,Account Manager,3323,0,31,No,Single,Other,4,2,Yes
7357,47,Female,Research & Development,Laboratory Technician,8662,12,2,Yes,Married,Marketing,3,1,Yes
7358,52,Male,Finance,Finance Manager,1500,3,28,Yes,Divorced,Other,4,2,No
7359,27,Female,Operations,Operations Manager,4904,5,8,No,Married,Medical,3,2,No
7360,25,Female,Operations,Operations Analyst,5884,5,17,Yes,Single,Life Sciences,2,3,No
7361,26,Male,Sales,Account Manager,7188,8,28,Yes,Single,Medical,3,3,No
7362,54,Male,Operations,Operations Manager,3589,7,27,No,Single,Technical Degree,2,4,No
7363,59,Female,Finance,Finance Manager,7764,4,13,Yes,Single,Life Sciences,3,2,No
7364,32,Male,Research & Development,Laboratory Technician,6191,7,17,No,Married,Marketing,3,1,No
7365,54,Male,IT,System Administrator,6248,7,22,Yes,Single,Other,3,3,Yes
7366,43,Female,IT,Software Engineer,3712,0,21,No,Single,Marketing,1,2,No
7367,50,Female,Finance,Financial Analyst,6787,5,16,Yes,Married,Technical Degree,1,4,Yes
7368,55,Female,Operations,Operations Manager,3524,6,31,No,Divorced,Marketing,3,1,No
7369,56,Male,Human Resources,Recruiter,4785,7,37,Yes,Single,Marketing,3,3,No
7370,54,Male,IT,System Administrator,3249,1,35,No,Single,Medical,3,4,Yes
7371,57,Female,Sales,Account Manager,7510,8,25,No,Single,Life Sciences,4,3,No
7372,41,Female,Finance,Finance Manager,6508,7,31,No,Single,Medical,4,2,No
7373,27,Male,Operations,Operations Analyst,5871,7,31,Yes,Single,Technical Degree,3,2,No
7374,44,Male,Finance,Finance Manager,3097,8,15,No,Married,Other,4,3,Yes
7375,42,Female,IT,System Administrator,4246,6,31,Yes,Married,Life Sciences,2,2,No
7376,50,Male,Research & Development,Data Analyst,6323,10,30,No,Single,Marketing,1,1,Yes
7377,37,Female,Human Resources,Recruiter,3693,6,12,Yes,Married,Life Sciences,3,2,No
7378,50,Female,Research & Development,Data Analyst,7252,10,23,Yes,Single,Life Sciences,1,3,No
7379,58,Female,Sales,Account Manager,5024,8,4,Yes,Divorced,Other,4,1,No
7380,39,Female,IT,Software Engineer,4768,2,32,Yes,Single,Medical,4,1,No
7381,47,Female,Research & Development,Research Scientist,5271,3,16,No,Divorced,Technical Degree,1,1,No
7382,44,Male,Finance,Finance Manager,3414,0,12,Yes,Single,Medical,1,2,Yes
7383,32,Female,Sales,Sales Representative,7777,13,40,Yes,Divorced,Marketing,1,3,Yes
7384,34,Male,Sales,Sales Executive,7882,6,1,No,Divorced,Marketing,4,3,Yes
7385,46,Female,Human Resources,HR Executive,3021,0,8,Yes,Divorced,Technical Degree,3,1,No
7386,21,Female,Research & Development,Laboratory Technician,5780,3,3,No,Single,Medical,2,3,Yes
7387,29,Female,Human Resources,Recruiter,5210,9,12,Yes,Divorced,Life Sciences,3,2,No
7388,25,Male,Research & Development,Research Scientist,5266,7,27,No,Divorced,Other,4,1,No
7389,53,Male,Operations,Coordinator,5260,10,20,Yes,Married,Marketing,4,3,No
7390,33,Female,Operations,Coordinator,4661,5,7,Yes,Married,Life Sciences,3,2,Yes
7391,28,Female,Operations,Coordinator,5872,10,26,No,Divorced,Medical,4,3,No
7392,40,Male,Sales,Account Manager,5858,5,30,No,Single,Marketing,1,2,No
7393,46,Female,Operations,Coordinator,7064,8,33,No,Single,Technical Degree,1,4,No
7394,57,Male,Finance,Accountant,4998,6,39,Yes,Divorced,Marketing,2,4,No
7395,60,Male,IT,BI Analyst,5030,4,2,No,Single,Medical,4,2,No
7396,21,Female,Research & Development,Research Scientist,4573,3,17,No,Divorced,Life Sciences,1,1,No
7397,32,Female,IT,BI Analyst,3679,6,34,Yes,Single,Marketing,1,2,No
7398,26,Male,Research & Development,Laboratory Technician,6217,8,8,No,Married,Life Sciences,2,4,No
7399,39,Male,Research & Development,Data Analyst,6500,10,1,Yes,Married,Marketing,1,2,No
7400,19,Male,Operations,Operations Manager,3569,0,9,Yes,Single,Other,4,4,No
7401,57,Male,Sales,Sales Representative,6141,5,33,Yes,Single,Marketing,3,2,No
7402,56,Male,Research & Development,Research Scientist,4049,0,25,Yes,Married,Marketing,2,1,Yes
7403,22,Female,Human Resources,HR Executive,4206,4,6,No,Single,Other,4,3,No
7404,39,Female,Finance,Finance Manager,4747,6,15,No,Single,Life Sciences,1,1,No
7405,32,Male,Research & Development,Data Analyst,4259,3,39,Yes,Divorced,Other,3,2,No
7406,41,Male,Research & Development,Research Scientist,5570,3,31,No,Married,Medical,2,3,No
7407,56,Male,Finance,Financial Analyst,3666,3,21,Yes,Married,Technical Degree,1,4,No
7408,52,Male,Research & Development,Research Scientist,8402,13,1,No,Married,Marketing,2,3,No
7409,28,Female,Sales,Sales Executive,3082,0,28,No,Divorced,Technical Degree,3,1,No
7410,41,Female,Finance,Accountant,5888,6,31,Yes,Divorced,Marketing,4,2,No
7411,25,Female,Research & Development,Data Analyst,5390,0,21,Yes,Married,Marketing,2,4,Yes
7412,30,Male,Human Resources,HR Manager,6828,9,24,Yes,Single,Other,1,1,Yes
7413,21,Male,Sales,Sales Executive,5292,3,20,Yes,Married,Marketing,2,2,No
7414,45,Female,Human Resources,Recruiter,7619,7,25,Yes,Divorced,Marketing,1,1,No
7415,57,Female,Operations,Operations Manager,5490,10,27,No,Married,Technical Degree,1,4,No
7416,47,Male,Sales,Sales Representative,5202,8,15,Yes,Single,Medical,4,2,No
7417,54,Female,Research & Development,Laboratory Technician,6571,8,22,Yes,Single,Technical Degree,3,3,No
7418,57,Female,Operations,Operations Analyst,3853,0,32,Yes,Married,Life Sciences,1,2,No
7419,18,Male,Sales,Sales Executive,3476,0,31,No,Single,Technical Degree,4,4,No
7420,37,Female,IT,System Administrator,6717,7,8,No,Divorced,Technical Degree,2,2,No
7421,28,Male,IT,BI Analyst,5519,5,38,No,Married,Other,4,4,No
7422,45,Male,Human Resources,HR Manager,7317,11,9,Yes,Divorced,Medical,3,4,No
7423,43,Female,Human Resources,HR Executive,4350,6,38,Yes,Divorced,Life Sciences,3,4,No
7424,25,Female,Human Resources,HR Manager,6146,7,24,Yes,Married,Technical Degree,1,1,No
7425,41,Female,Research & Development,Laboratory Technician,6806,11,37,No,Divorced,Life Sciences,2,4,No
7426,32,Female,Research & Development,Research Scientist,1959,0,29,Yes,Divorced,Life Sciences,4,1,No
7427,27,Male,Operations,Operations Analyst,5315,8,39,Yes,Married,Marketing,3,1,No
7428,27,Male,Research & Development,Research Scientist,5887,7,26,Yes,Single,Technical Degree,2,2,No
7429,43,Male,Human Resources,HR Executive,5134,5,40,Yes,Single,Marketing,2,1,Yes
7430,30,Female,Human Resources,HR Manager,4481,2,34,Yes,Married,Technical Degree,4,1,No
7431,46,Male,Finance,Financial Analyst,4303,3,2,No,Divorced,Medical,4,2,No
7432,53,Female,IT,System Administrator,4727,4,6,No,Married,Technical Degree,4,4,No
7433,21,Male,Operations,Coordinator,4594,3,29,Yes,Single,Other,1,2,Yes
7434,34,Female,Research & Development,Laboratory Technician,8345,10,28,Yes,Divorced,Technical Degree,2,1,No
7435,23,Female,Research & Development,Laboratory Technician,5891,5,28,Yes,Single,Marketing,3,4,No
7436,50,Male,Research & Development,Research Scientist,6788,7,39,No,Single,Other,3,3,No
7437,48,Male,Human Resources,HR Executive,6681,6,6,No,Divorced,Marketing,2,4,No
7438,32,Male,Sales,Account Manager,5568,8,23,Yes,Married,Marketing,2,2,No
7439,41,Female,IT,BI Analyst,6359,9,1,Yes,Married,Life Sciences,4,2,Yes
7440,36,Female,Finance,Finance Manager,4678,5,10,Yes,Divorced,Technical Degree,1,2,No
7441,47,Female,IT,System Administrator,6695,6,3,Yes,Divorced,Life Sciences,4,1,No
7442,32,Male,Operations,Operations Analyst,6674,9,11,Yes,Divorced,Medical,2,2,Yes
7443,32,Male,Operations,Operations Manager,7526,8,21,Yes,Married,Marketing,4,3,No
7444,48,Female,Research & Development,Laboratory Technician,3911,5,6,No,Single,Other,1,2,No
7445,42,Female,Human Resources,HR Manager,6114,11,40,Yes,Single,Marketing,2,2,No
